row,bank,col,byte_in_row,byte_lane,bit_in_byte,flip_addr,data_bit,expected_bit,direction,block_addr,block_word_index
1,0,64,540,4,2,1073807900,1,0,0->1,1073807872,128
1,0,64,543,7,7,1073807903,0,1,1->0,1073807872,128
1,0,64,545,1,7,1073807905,0,1,1->0,1073807872,128
1,0,64,546,2,2,1073807906,1,0,0->1,1073807872,128
1,0,64,548,4,5,1073807908,0,1,1->0,1073807872,128
1,0,64,549,5,2,1073807909,1,0,0->1,1073807872,128
1,0,64,549,5,5,1073807909,0,1,1->0,1073807872,128
1,0,64,549,5,7,1073807909,0,1,1->0,1073807872,128
1,0,64,552,0,2,1073807912,1,0,0->1,1073807872,128
1,0,64,556,4,5,1073807916,0,1,1->0,1073807872,128
1,0,64,559,7,7,1073807919,0,1,1->0,1073807872,128
1,0,64,562,2,5,1073807922,0,1,1->0,1073807872,128
1,0,64,566,6,5,1073807926,0,1,1->0,1073807872,128
1,0,64,567,7,0,1073807927,1,0,0->1,1073807872,128
1,0,64,567,7,7,1073807927,0,1,1->0,1073807872,128
1,0,72,583,7,2,1073807943,1,0,0->1,1073807936,144
1,0,72,583,7,7,1073807943,0,1,1->0,1073807936,144
1,0,72,584,0,2,1073807944,1,0,0->1,1073807936,144
1,0,72,586,2,2,1073807946,1,0,0->1,1073807936,144
1,0,72,590,6,5,1073807950,0,1,1->0,1073807936,144
1,0,72,595,3,5,1073807955,0,1,1->0,1073807936,144
1,0,72,595,3,7,1073807955,0,1,1->0,1073807936,144
1,0,72,596,4,2,1073807956,1,0,0->1,1073807936,144
1,0,72,597,5,0,1073807957,1,0,0->1,1073807936,144
1,0,72,600,0,5,1073807960,0,1,1->0,1073807936,144
1,0,72,604,4,0,1073807964,1,0,0->1,1073807936,144
1,0,72,610,2,7,1073807970,0,1,1->0,1073807936,144
1,0,72,614,6,0,1073807974,1,0,0->1,1073807936,144
1,0,72,620,4,2,1073807980,1,0,0->1,1073807936,144
1,0,72,621,5,2,1073807981,1,0,0->1,1073807936,144
1,0,72,621,5,7,1073807981,0,1,1->0,1073807936,144
1,0,72,622,6,7,1073807982,0,1,1->0,1073807936,144
1,0,72,624,0,5,1073807984,0,1,1->0,1073807936,144
1,0,72,628,4,0,1073807988,1,0,0->1,1073807936,144
1,0,72,631,7,0,1073807991,1,0,0->1,1073807936,144
1,0,72,632,0,7,1073807992,0,1,1->0,1073807936,144
1,0,72,636,4,7,1073807996,0,1,1->0,1073807936,144
1,0,80,640,0,7,1073808000,0,1,1->0,1073808000,160
1,0,80,645,5,5,1073808005,0,1,1->0,1073808000,160
1,0,80,647,7,5,1073808007,0,1,1->0,1073808000,160
1,0,80,649,1,7,1073808009,0,1,1->0,1073808000,160
1,0,80,650,2,7,1073808010,0,1,1->0,1073808000,160
1,0,80,651,3,0,1073808011,1,0,0->1,1073808000,160
1,0,80,658,2,0,1073808018,1,0,0->1,1073808000,160
1,0,80,658,2,2,1073808018,1,0,0->1,1073808000,160
1,0,80,658,2,5,1073808018,0,1,1->0,1073808000,160
1,0,80,659,3,2,1073808019,1,0,0->1,1073808000,160
1,0,80,662,6,0,1073808022,1,0,0->1,1073808000,160
1,0,80,663,7,5,1073808023,0,1,1->0,1073808000,160
1,0,80,664,0,7,1073808024,0,1,1->0,1073808000,160
1,0,80,666,2,5,1073808026,0,1,1->0,1073808000,160
1,0,80,667,3,2,1073808027,1,0,0->1,1073808000,160
1,0,80,674,2,0,1073808034,1,0,0->1,1073808000,160
1,0,80,674,2,7,1073808034,0,1,1->0,1073808000,160
1,0,80,679,7,5,1073808039,0,1,1->0,1073808000,160
1,0,80,681,1,0,1073808041,1,0,0->1,1073808000,160
1,0,80,684,4,7,1073808044,0,1,1->0,1073808000,160
1,0,80,686,6,5,1073808046,0,1,1->0,1073808000,160
1,0,80,690,2,7,1073808050,0,1,1->0,1073808000,160
1,0,80,691,3,0,1073808051,1,0,0->1,1073808000,160
1,0,88,709,5,0,1073808069,1,0,0->1,1073808064,176
1,0,88,711,7,7,1073808071,0,1,1->0,1073808064,176
1,0,88,715,3,5,1073808075,0,1,1->0,1073808064,176
1,0,88,716,4,5,1073808076,0,1,1->0,1073808064,176
1,0,88,718,6,5,1073808078,0,1,1->0,1073808064,176
1,0,88,719,7,5,1073808079,0,1,1->0,1073808064,176
1,0,88,720,0,7,1073808080,0,1,1->0,1073808064,176
1,0,88,727,7,5,1073808087,0,1,1->0,1073808064,176
1,0,88,731,3,0,1073808091,1,0,0->1,1073808064,176
1,0,88,735,7,7,1073808095,0,1,1->0,1073808064,176
1,0,88,738,2,7,1073808098,0,1,1->0,1073808064,176
1,0,88,739,3,7,1073808099,0,1,1->0,1073808064,176
1,0,88,743,7,7,1073808103,0,1,1->0,1073808064,176
1,0,88,746,2,0,1073808106,1,0,0->1,1073808064,176
1,0,88,752,0,0,1073808112,1,0,0->1,1073808064,176
1,0,88,752,0,7,1073808112,0,1,1->0,1073808064,176
1,0,88,753,1,0,1073808113,1,0,0->1,1073808064,176
1,0,88,753,1,7,1073808113,0,1,1->0,1073808064,176
1,0,88,759,7,7,1073808119,0,1,1->0,1073808064,176
1,0,96,769,1,5,1073808129,0,1,1->0,1073808128,192
1,0,96,770,2,7,1073808130,0,1,1->0,1073808128,192
1,0,96,771,3,5,1073808131,0,1,1->0,1073808128,192
1,0,96,775,7,0,1073808135,1,0,0->1,1073808128,192
1,0,96,777,1,5,1073808137,0,1,1->0,1073808128,192
1,0,96,778,2,7,1073808138,0,1,1->0,1073808128,192
1,0,96,783,7,7,1073808143,0,1,1->0,1073808128,192
1,0,96,784,0,7,1073808144,0,1,1->0,1073808128,192
1,0,96,785,1,0,1073808145,1,0,0->1,1073808128,192
1,0,96,791,7,0,1073808151,1,0,0->1,1073808128,192
1,0,96,791,7,5,1073808151,0,1,1->0,1073808128,192
1,0,96,792,0,7,1073808152,0,1,1->0,1073808128,192
1,0,96,793,1,7,1073808153,0,1,1->0,1073808128,192
1,0,96,800,0,7,1073808160,0,1,1->0,1073808128,192
1,0,96,814,6,5,1073808174,0,1,1->0,1073808128,192
1,0,96,815,7,0,1073808175,1,0,0->1,1073808128,192
1,0,96,816,0,0,1073808176,1,0,0->1,1073808128,192
1,0,96,816,0,5,1073808176,0,1,1->0,1073808128,192
1,0,96,817,1,0,1073808177,1,0,0->1,1073808128,192
1,0,96,821,5,7,1073808181,0,1,1->0,1073808128,192
1,0,96,823,7,7,1073808183,0,1,1->0,1073808128,192
1,0,96,826,2,0,1073808186,1,0,0->1,1073808128,192
1,0,96,829,5,7,1073808189,0,1,1->0,1073808128,192
1,0,104,836,4,5,1073808196,0,1,1->0,1073808192,208
1,0,104,840,0,2,1073808200,1,0,0->1,1073808192,208
1,0,104,843,3,5,1073808203,0,1,1->0,1073808192,208
1,0,104,846,6,0,1073808206,1,0,0->1,1073808192,208
1,0,104,849,1,5,1073808209,0,1,1->0,1073808192,208
1,0,104,855,7,7,1073808215,0,1,1->0,1073808192,208
1,0,104,856,0,5,1073808216,0,1,1->0,1073808192,208
1,0,104,866,2,2,1073808226,1,0,0->1,1073808192,208
1,0,104,867,3,7,1073808227,0,1,1->0,1073808192,208
1,0,104,868,4,7,1073808228,0,1,1->0,1073808192,208
1,0,104,869,5,7,1073808229,0,1,1->0,1073808192,208
1,0,104,873,1,0,1073808233,1,0,0->1,1073808192,208
1,0,104,873,1,5,1073808233,0,1,1->0,1073808192,208
1,0,104,877,5,7,1073808237,0,1,1->0,1073808192,208
1,0,104,882,2,7,1073808242,0,1,1->0,1073808192,208
1,0,104,883,3,2,1073808243,1,0,0->1,1073808192,208
1,0,104,888,0,7,1073808248,0,1,1->0,1073808192,208
1,0,104,895,7,7,1073808255,0,1,1->0,1073808192,208
1,0,112,898,2,5,1073808258,0,1,1->0,1073808256,224
1,0,112,903,7,7,1073808263,0,1,1->0,1073808256,224
1,0,112,908,4,7,1073808268,0,1,1->0,1073808256,224
1,0,112,910,6,7,1073808270,0,1,1->0,1073808256,224
1,0,112,911,7,7,1073808271,0,1,1->0,1073808256,224
1,0,112,916,4,5,1073808276,0,1,1->0,1073808256,224
1,0,112,918,6,7,1073808278,0,1,1->0,1073808256,224
1,0,112,922,2,0,1073808282,1,0,0->1,1073808256,224
1,0,112,923,3,5,1073808283,0,1,1->0,1073808256,224
1,0,112,931,3,2,1073808291,1,0,0->1,1073808256,224
1,0,112,933,5,5,1073808293,0,1,1->0,1073808256,224
1,0,112,937,1,7,1073808297,0,1,1->0,1073808256,224
1,0,112,939,3,0,1073808299,1,0,0->1,1073808256,224
1,0,112,942,6,7,1073808302,0,1,1->0,1073808256,224
1,0,112,944,0,0,1073808304,1,0,0->1,1073808256,224
1,0,112,946,2,0,1073808306,1,0,0->1,1073808256,224
1,0,112,948,4,0,1073808308,1,0,0->1,1073808256,224
1,0,112,948,4,5,1073808308,0,1,1->0,1073808256,224
1,0,112,955,3,5,1073808315,0,1,1->0,1073808256,224
1,0,112,957,5,7,1073808317,0,1,1->0,1073808256,224
1,0,112,958,6,5,1073808318,0,1,1->0,1073808256,224
1,0,120,967,7,7,1073808327,0,1,1->0,1073808320,240
1,0,120,968,0,2,1073808328,1,0,0->1,1073808320,240
1,0,120,975,7,2,1073808335,1,0,0->1,1073808320,240
1,0,120,976,0,7,1073808336,0,1,1->0,1073808320,240
1,0,120,978,2,0,1073808338,1,0,0->1,1073808320,240
1,0,120,978,2,7,1073808338,0,1,1->0,1073808320,240
1,0,120,983,7,5,1073808343,0,1,1->0,1073808320,240
1,0,120,984,0,7,1073808344,0,1,1->0,1073808320,240
1,0,120,990,6,5,1073808350,0,1,1->0,1073808320,240
1,0,120,991,7,0,1073808351,1,0,0->1,1073808320,240
1,0,120,991,7,7,1073808351,0,1,1->0,1073808320,240
1,0,120,992,0,0,1073808352,1,0,0->1,1073808320,240
1,0,120,1002,2,7,1073808362,0,1,1->0,1073808320,240
1,0,120,1006,6,5,1073808366,0,1,1->0,1073808320,240
1,0,120,1006,6,7,1073808366,0,1,1->0,1073808320,240
1,0,120,1009,1,5,1073808369,0,1,1->0,1073808320,240
1,0,120,1016,0,5,1073808376,0,1,1->0,1073808320,240
1,0,120,1016,0,7,1073808376,0,1,1->0,1073808320,240
1,0,120,1018,2,5,1073808378,0,1,1->0,1073808320,240
1,0,120,1019,3,5,1073808379,0,1,1->0,1073808320,240
1,0,120,1019,3,7,1073808379,0,1,1->0,1073808320,240
1,0,128,1030,6,7,1073808390,0,1,1->0,1073808384,256
1,0,128,1032,0,5,1073808392,0,1,1->0,1073808384,256
1,0,128,1033,1,7,1073808393,0,1,1->0,1073808384,256
1,0,128,1034,2,7,1073808394,0,1,1->0,1073808384,256
1,0,128,1046,6,2,1073808406,1,0,0->1,1073808384,256
1,0,128,1047,7,5,1073808407,0,1,1->0,1073808384,256
1,0,128,1055,7,5,1073808415,0,1,1->0,1073808384,256
1,0,128,1061,5,0,1073808421,1,0,0->1,1073808384,256
1,0,128,1068,4,0,1073808428,1,0,0->1,1073808384,256
1,0,128,1072,0,7,1073808432,0,1,1->0,1073808384,256
1,0,128,1076,4,5,1073808436,0,1,1->0,1073808384,256
1,0,128,1076,4,7,1073808436,0,1,1->0,1073808384,256
1,0,128,1077,5,5,1073808437,0,1,1->0,1073808384,256
1,0,128,1083,3,5,1073808443,0,1,1->0,1073808384,256
1,0,136,1095,7,5,1073808455,0,1,1->0,1073808448,272
1,0,136,1098,2,5,1073808458,0,1,1->0,1073808448,272
1,0,136,1099,3,5,1073808459,0,1,1->0,1073808448,272
1,0,136,1100,4,7,1073808460,0,1,1->0,1073808448,272
1,0,136,1104,0,7,1073808464,0,1,1->0,1073808448,272
1,0,136,1108,4,5,1073808468,0,1,1->0,1073808448,272
1,0,136,1109,5,7,1073808469,0,1,1->0,1073808448,272
1,0,136,1111,7,2,1073808471,1,0,0->1,1073808448,272
1,0,136,1117,5,7,1073808477,0,1,1->0,1073808448,272
1,0,136,1119,7,5,1073808479,0,1,1->0,1073808448,272
1,0,136,1123,3,0,1073808483,1,0,0->1,1073808448,272
1,0,136,1124,4,5,1073808484,0,1,1->0,1073808448,272
1,0,136,1133,5,7,1073808493,0,1,1->0,1073808448,272
1,0,136,1135,7,2,1073808495,1,0,0->1,1073808448,272
1,0,136,1144,0,5,1073808504,0,1,1->0,1073808448,272
1,0,136,1146,2,2,1073808506,1,0,0->1,1073808448,272
1,0,144,1154,2,2,1073808514,1,0,0->1,1073808512,288
1,0,144,1162,2,5,1073808522,0,1,1->0,1073808512,288
1,0,144,1162,2,7,1073808522,0,1,1->0,1073808512,288
1,0,144,1163,3,7,1073808523,0,1,1->0,1073808512,288
1,0,144,1164,4,2,1073808524,1,0,0->1,1073808512,288
1,0,144,1170,2,7,1073808530,0,1,1->0,1073808512,288
1,0,144,1173,5,5,1073808533,0,1,1->0,1073808512,288
1,0,144,1176,0,2,1073808536,1,0,0->1,1073808512,288
1,0,144,1177,1,2,1073808537,1,0,0->1,1073808512,288
1,0,144,1178,2,5,1073808538,0,1,1->0,1073808512,288
1,0,144,1187,3,2,1073808547,1,0,0->1,1073808512,288
1,0,144,1187,3,7,1073808547,0,1,1->0,1073808512,288
1,0,144,1189,5,5,1073808549,0,1,1->0,1073808512,288
1,0,144,1192,0,5,1073808552,0,1,1->0,1073808512,288
1,0,144,1194,2,5,1073808554,0,1,1->0,1073808512,288
1,0,144,1195,3,7,1073808555,0,1,1->0,1073808512,288
1,0,144,1206,6,5,1073808566,0,1,1->0,1073808512,288
1,0,144,1209,1,0,1073808569,1,0,0->1,1073808512,288
1,0,144,1214,6,5,1073808574,0,1,1->0,1073808512,288
1,0,152,1220,4,2,1073808580,1,0,0->1,1073808576,304
1,0,152,1220,4,5,1073808580,0,1,1->0,1073808576,304
1,0,152,1223,7,5,1073808583,0,1,1->0,1073808576,304
1,0,152,1224,0,7,1073808584,0,1,1->0,1073808576,304
1,0,152,1225,1,2,1073808585,1,0,0->1,1073808576,304
1,0,152,1225,1,5,1073808585,0,1,1->0,1073808576,304
1,0,152,1226,2,7,1073808586,0,1,1->0,1073808576,304
1,0,152,1227,3,7,1073808587,0,1,1->0,1073808576,304
1,0,152,1238,6,0,1073808598,1,0,0->1,1073808576,304
1,0,152,1240,0,7,1073808600,0,1,1->0,1073808576,304
1,0,152,1241,1,7,1073808601,0,1,1->0,1073808576,304
1,0,152,1243,3,7,1073808603,0,1,1->0,1073808576,304
1,0,152,1245,5,2,1073808605,1,0,0->1,1073808576,304
1,0,152,1250,2,0,1073808610,1,0,0->1,1073808576,304
1,0,152,1250,2,5,1073808610,0,1,1->0,1073808576,304
1,0,152,1252,4,7,1073808612,0,1,1->0,1073808576,304
1,0,152,1253,5,0,1073808613,1,0,0->1,1073808576,304
1,0,152,1253,5,5,1073808613,0,1,1->0,1073808576,304
1,0,152,1255,7,7,1073808615,0,1,1->0,1073808576,304
1,0,152,1256,0,2,1073808616,1,0,0->1,1073808576,304
1,0,152,1257,1,5,1073808617,0,1,1->0,1073808576,304
1,0,152,1259,3,5,1073808619,0,1,1->0,1073808576,304
1,0,152,1262,6,0,1073808622,1,0,0->1,1073808576,304
1,0,152,1266,2,7,1073808626,0,1,1->0,1073808576,304
1,0,152,1268,4,2,1073808628,1,0,0->1,1073808576,304
1,0,152,1268,4,5,1073808628,0,1,1->0,1073808576,304
1,0,152,1268,4,7,1073808628,0,1,1->0,1073808576,304
